.	6837326	0.0736842	0.171753	0.114915	0.401865
.	6837331	0.0684211	0.21291	0.114413	0.621053
.	6971548	0.210526	0.162601	0.137614	0.166852
.	6977249	0.210526	0.162448	0.135743	0.179593
.	6987974	0.221053	0.154013	0.139311	0.100326
.	7019289	0.326316	0.105239	0.159526	-0.415967
.	7019689	0.336842	0.10367	0.161762	-0.444913
.	7051015	0.357895	0.123153	0.149992	-0.19715
.	7051020	0.342105	0.129475	0.146029	-0.12032
.	7092889	0.278947	0.127133	0.147639	-0.149541
.	7163329	0.131579	0.183427	0.126516	0.371444
.	7233576	0.136842	0.121674	0.133516	-0.0928819
.	7594694	0.447368	0.167197	0.168817	-0.00964148
.	8462649	0.157895	0.123069	0.153057	-0.218072
.	8462654	0.152632	0.130333	0.153939	-0.166465
.	8508287	0.163158	0.115505	0.156359	-0.30284
.	8512648	0.157895	0.13104	0.156405	-0.176948
.	8523546	0.115789	0.191136	0.147506	0.259117
.	8536160	0.121053	0.183611	0.14997	0.202383
.	8666695	0.0789474	0.182937	0.137605	0.284755
.	8666700	0.0842105	0.169406	0.137993	0.205094
.	8797618	0.210526	0.251825	0.137413	0.605743
.	8883773	0.410526	0.194071	0.125818	0.433382
.	9166866	0.136842	0.149542	0.112073	0.28843
.	9178394	0.131579	0.150919	0.110919	0.307941
.	9218492	0.142105	0.198629	0.109691	0.593771
.	9229198	0.0789474	0.151785	0.101108	0.406277
.	9345253	0.352632	0.237967	0.100274	0.864231
.	9724071	0.221053	0.13311	0.104035	0.246449
.	9817679	0.1	0.200043	0.0898658	0.800217
.	10026083	0.526316	0.116988	0.133148	-0.129388
.	10377667	0.436842	0.153774	0.107203	0.360764
.	10975291	0.326316	0.188286	0.112032	0.519183
.	10979530	0.110526	0.25319	0.121097	0.737548
.	11285083	0.0947368	0.346715	0.121821	1.04595
.	11517150	0.242105	0.131071	0.149485	-0.131459
.	11910791	0.1	0.148842	0.11904	0.223426
.	12198696	0.184211	0.188158	0.135041	0.331701
.	12309687	0.126316	0.1331	0.129052	0.0308873
.	12310587	0.1	0.23122	0.124494	0.619113
.	12361483	0.0578947	0.442968	0.120285	1.30363
.	12377887	0.221053	0.134289	0.141365	-0.0513531
.	12390472	0.310526	0.122799	0.159885	-0.2639
.	12482772	0.0578947	0.306167	0.119713	0.939038
.	12628776	0.605263	0.149915	0.190187	-0.237942
.	12710362	0.0684211	0.365921	0.120919	1.10729
.	12710636	0.0684211	0.365921	0.120919	1.10729
.	12740853	0.0789474	0.277511	0.120729	0.832315
.	12776859	0.136842	0.499673	0.116178	1.45883
.	12781650	0.142105	0.455409	0.117331	1.35619
.	12872173	0.368421	0.140294	0.13671	0.0258818
.	12885983	0.410526	0.117726	0.137513	-0.155357
.	12919841	0.373684	0.138304	0.0915189	0.412909
.	12951537	0.378947	0.113869	0.0849434	0.293067
.	12951542	0.515789	0.0702206	0.101166	-0.365119
.	12952520	0.368421	0.147345	0.0788009	0.625849
.	12953586	0.331579	0.177537	0.077835	0.824588
.	12997499	0.373684	0.13987	0.134949	0.035815
.	13042142	0.431579	0.117244	0.155231	-0.280652
.	13042147	0.431579	0.117244	0.155231	-0.280652
.	13049338	0.415789	0.125463	0.146568	-0.155485
.	13192519	0.484211	0.117262	0.196735	-0.517447
.	14543161	0.157895	0.164063	0.151553	0.0793152
.	15868330	0.0789474	0.124216	0.143503	-0.144334
.	15868335	0.0789474	0.125613	0.143981	-0.136475
.	15990149	0.0684211	0.179636	0.145569	0.210287
.	16466723	0.110526	0.552688	0.155161	1.27033
.	16496208	0.373684	0.136025	0.206058	-0.41532
.	16551426	0.163158	0.214304	0.137976	0.440315
.	16674529	0.331579	0.129117	0.167943	-0.262909
.	16687555	0.168421	0.215308	0.129246	0.510355
.	16723973	0.289474	0.128673	0.156922	-0.198477
.	16723978	0.289474	0.128507	0.157702	-0.204724
.	16729562	0.0684211	0.414964	0.116021	1.27442
.	16778443	0.289474	0.138918	0.177231	-0.243568
.	17243498	0.205263	0.170604	0.155855	0.0904195
.	17244596	0.2	0.178963	0.154653	0.145993
.	17983401	0.2	0.285953	0.126578	0.814972
.	18103533	0.442105	0.184957	0.138694	0.287853
.	18336190	0.0684211	0.509218	0.105591	1.5733
.	19028590	0.284211	0.150655	0.127497	0.166896
.	19225191	0.426316	0.170133	0.143053	0.173364
.	19316899	0.421053	0.176309	0.149558	0.16455
.	19389146	0.0947368	0.183929	0.125937	0.378768
.	19445081	0.0842105	0.442242	0.129787	1.22597
.	19790912	0.163158	0.235023	0.145832	0.477228
.	20302802	0.0842105	0.341464	0.141194	0.883104
.	20478787	0.468421	0.195986	0.225644	-0.140916
.	20636789	0.468421	0.193786	0.227043	-0.158385
.	20696786	0.326316	0.226043	0.169643	0.287028
.	20700659	0.305263	0.237036	0.159335	0.3972
.	20703499	0.336842	0.218523	0.175807	0.217505
.	20839456	0.273684	0.188641	0.216573	-0.138082
.	20855953	0.226316	0.207286	0.21726	-0.0469961
.	20888850	0.178947	0.31372	0.201486	0.44278
.	20915597	0.221053	0.215403	0.215408	-2.53179e-05
.	20915602	0.221053	0.215403	0.215408	-2.53179e-05
.	20917825	0.226316	0.205487	0.218198	-0.0600182
.	20919530	0.215789	0.22507	0.212385	0.0580097
.	20919535	0.226316	0.208732	0.218198	-0.0443502
.	20923916	0.221053	0.215286	0.215281	2.35365e-05
.	20923921	0.221053	0.22135	0.214716	0.0304268
.	20928025	0.2	0.281525	0.210358	0.291411
.	21023689	0.0842105	0.458275	0.183519	0.915149
.	21034330	0.1	0.338391	0.186155	0.597621
.	21040919	0.0842105	0.459647	0.181477	0.929327
.	21054606	0.0894737	0.415985	0.183461	0.818645
.	21069308	0.105263	0.330245	0.185238	0.578195
.	21771589	0.363158	0.287842	0.168095	0.537884
.	21850213	0.384211	0.26213	0.169376	0.436719
.	21851155	0.389474	0.250031	0.16842	0.395123
.	21871027	0.647368	0.143682	0.212431	-0.391012
.	22012492	0.368421	0.180602	0.117024	0.43392
.	22457188	0.405263	0.196029	0.105497	0.619582
.	24818721	0.152632	0.134911	0.115128	0.158566
.	26104708	0.236842	0.114957	0.130732	-0.128595
.	26109631	0.252632	0.0994678	0.133547	-0.294617
.	27564474	0.236842	0.0916629	0.123143	-0.295233
.	27767918	0.221053	0.111502	0.113364	-0.0165616
.	27995693	0.531579	0.11083	0.129502	-0.155703
.	28078846	0.142105	0.465486	0.0803296	1.75694
.	28380535	0.5	0.0932313	0.143119	-0.428595
.	28384836	0.478947	0.100249	0.134345	-0.292756
.	28384841	0.494737	0.0945561	0.14152	-0.403244
.	28572869	0.273684	0.137156	0.0978057	0.338138
.	28639031	0.447368	0.134891	0.103446	0.265416
.	30928225	0.457895	0.137259	0.105709	0.261177
.	30959890	0.257895	0.125609	0.118931	0.0546346
.	31006703	0.0578947	0.209972	0.0979527	0.762492
.	31732034	0.421053	0.126787	0.148668	-0.159204
.	31971309	0.389474	0.136719	0.147898	-0.0785941
.	32067740	0.0631579	0.124907	0.113501	0.095763
.	32864874	0.273684	0.160624	0.150599	0.0644463
