.	3406134	0.0789474	0.175385	0.113766	0.432843
.	3904300	0.289474	0.170075	0.169995	0.000466601
.	3946527	0.257895	0.192085	0.157581	0.197998
.	3955742	0.268421	0.170221	0.160212	0.0606002
.	3966264	0.284211	0.168908	0.167284	0.00966437
.	4236177	0.3	0.181264	0.161157	0.117573
.	4408332	0.0578947	0.160043	0.135672	0.165199
.	4846692	0.157895	0.127277	0.156572	-0.207153
.	4909653	0.121053	0.166001	0.149552	0.104353
.	5154022	0.131579	0.180931	0.146795	0.209081
.	5986963	0.105263	0.151254	0.143505	0.0525928
.	6366813	0.363158	0.253714	0.147647	0.541381
.	6508692	0.142105	0.163225	0.153333	0.0625188
.	6558384	0.0578947	0.291737	0.143476	0.70968
.	8041583	0.0684211	0.166209	0.148339	0.113741
.	8088386	0.0684211	0.249436	0.143854	0.550405
.	8607211	0.110526	0.46375	0.13859	1.20783
.	9299862	0.4	0.173246	0.158322	0.0900802
.	9353043	0.557895	0.121672	0.154207	-0.236964
.	9411960	0.273684	0.19161	0.112576	0.531831
.	9416314	0.410526	0.193569	0.0983493	0.67711
.	9463453	0.389474	0.144394	0.179957	-0.22017
.	9574237	0.8	0.153623	0.24117	-0.451004
.	9630495	0.189474	0.245896	0.150352	0.491928
.	9640174	0.163158	0.325345	0.146186	0.800004
.	9693574	0.136842	0.488759	0.142697	1.23115
.	9750893	0.252632	0.192645	0.162756	0.1686
.	9761740	0.289474	0.262538	0.154257	0.531778
.	9792699	0.305263	0.414061	0.148082	1.02825
.	9843694	0.305263	0.41378	0.147409	1.03213
.	10077663	0.4	0.299916	0.167336	0.583496
.	10088818	0.368421	0.349732	0.153703	0.822147
.	10088823	0.373684	0.342543	0.156189	0.785333
.	10114762	0.484211	0.242328	0.167249	0.370811
.	10228760	0.152632	0.165644	0.170649	-0.0297666
.	10235532	0.157895	0.164539	0.17513	-0.0623787
.	10263881	0.826316	0.179684	0.144483	0.218038
.	10294912	0.189474	0.179342	0.171883	0.0424814
.	10386911	0.110526	0.185743	0.159455	0.152603
.	10389760	0.189474	0.131924	0.180499	-0.313495
.	10401511	0.163158	0.158384	0.172171	-0.0834667
.	10412808	0.147368	0.183771	0.167089	0.0951642
.	10458954	0.178947	0.139754	0.160708	-0.139702
.	10458959	0.147368	0.14777	0.150507	-0.0183495
.	10468529	0.242105	0.121186	0.183828	-0.416671
.	10556318	0.447368	0.144783	0.262771	-0.596051
.	10578743	0.436842	0.150178	0.2555	-0.531403
.	10581917	0.436842	0.150178	0.2555	-0.531403
.	10590673	0.447368	0.140849	0.261949	-0.62046
.	10605716	0.468421	0.135506	0.27287	-0.699981
.	11467137	0.178947	0.289929	0.155226	0.624755
.	11560724	0.384211	0.149127	0.232268	-0.443095
.	11664388	0.0684211	0.159816	0.153983	0.0371805
.	11692343	0.0736842	0.14336	0.156699	-0.0889705
.	11786021	0.494737	0.218137	0.172122	0.236918
.	11842735	0.378947	0.201998	0.178059	0.126139
.	12180404	0.0526316	0.161213	0.130106	0.21438
.	12196025	0.0789474	0.128072	0.135629	-0.0573245
.	12196030	0.0736842	0.126963	0.133789	-0.0523695
.	12198551	0.0736842	0.146477	0.135093	0.0809033
.	12391831	0.126316	0.373347	0.137524	0.99871
.	12391836	0.126316	0.373347	0.137524	0.99871
.	12392011	0.136842	0.323377	0.138842	0.845485
.	12532647	0.131579	0.142939	0.140569	0.0167228
.	14299715	0.236842	0.352297	0.125695	1.03062
.	14321794	0.242105	0.217086	0.125084	0.551309
.	14322471	0.263158	0.179421	0.130224	0.32048
.	14332466	0.121053	0.153232	0.115847	0.279681
.	14333331	0.121053	0.153453	0.116844	0.272552
.	15978456	0.0631579	0.189986	0.111001	0.537408
.	16627271	0.336842	0.171924	0.135039	0.241487
.	17301339	0.221053	0.334997	0.125499	0.98182
.	18961650	0.1	0.191462	0.132768	0.366089
.	19658927	0.157895	0.109878	0.141813	-0.25514
.	19953654	0.121053	0.149167	0.133379	0.111872
.	20756563	0.3	0.174434	0.135958	0.249199
.	21509710	0.205263	0.189527	0.109034	0.552875
.	23091996	0.336842	0.172085	0.119563	0.364146
.	23418245	0.268421	0.155576	0.132338	0.161776
